date_found,company,title,location,area_group,visa_bucket,fit_score,link,application_status,visa_reason,work_model,date_posted,job_id
2026-09-24,AECOM,Engineering Intern - Rail/Transit - Hiring Event with AECOM - Philadelphia,"Philadelphia, PA",Northeast,A - Likely OK,69,https://jobright.ai/jobs/info/6ab56cc8d85922de20ce0f80,,Description read; nothing rules out international students,Hybrid,2026-09-24,6ab56cc8d85922de20ce0f80
2026-09-24,American Express,"Campus Undergraduate Summer Internship Program - 2027 Industrial Engineering, Global Servicing- Phoenix, AZ","Phoenix, AZ",Southwest,A - Likely OK,69,https://jobright.ai/jobs/info/6a7df9ec0cd4a0703257ceb3,,Description mentions 'visa sponsorship',Hybrid,2026-09-24,6a7df9ec0cd4a0703257ceb3
2026-09-24,SPX Technologies,Quality Engineer Intern,"Brentwood, MO",Midwest,A - Likely OK,69,https://jobright.ai/jobs/info/6ab55353b3db59402d0fc06b,,Description mentions 'h1b',Hybrid,2026-09-24,6ab55353b3db59402d0fc06b
2026-09-24,AECOM,"Engineering Intern - AECOM Hiring Event - Arlington, VA","Baltimore, MD",Northeast,A - Likely OK,65,https://jobright.ai/jobs/info/6ab56cbad85922de20ce0f70,,Description read; nothing rules out international students,On Site,2026-09-24,6ab56cbad85922de20ce0f70
2026-09-24,Ardurra,Aviation Engineering Intern,"Blacksburg, VA",Southeast,A - Likely OK,65,https://jobright.ai/jobs/info/6ab550d5c6fe0dec811a05c2,,Description mentions 'h1b',On Site,2026-09-24,6ab550d5c6fe0dec811a05c2
2026-09-24,Ardurra,Aviation Engineering Intern,"Meridian, ID",West,A - Likely OK,65,https://jobright.ai/jobs/info/6a95b6f53843db0159906ba9,,Description mentions 'h1b',On Site,2026-09-24,6a95b6f53843db0159906ba9
2026-09-24,Ardurra,Aviation Engineering Intern,"Draper, UT",West,A - Likely OK,65,https://jobright.ai/jobs/info/6a95b6eacabc9f6703e1960d,,Description mentions 'h1b',On Site,2026-09-24,6a95b6eacabc9f6703e1960d
2026-09-24,Ardurra,Aviation Engineering Intern,"Coeur d'Alene, ID",West,A - Likely OK,65,https://jobright.ai/jobs/info/6a95b5c39fcec5442372e9cb,,Description mentions 'h1b',On Site,2026-09-24,6a95b5c39fcec5442372e9cb
2026-09-24,Bowman Consulting,Mechanical Design Intern,"Towson, MD",Northeast,B - Unclear,61,https://jobright.ai/jobs/info/6a9e3f03a7ba386c5d671613,,No job description available - visa status not stated,On Site,2026-09-24,6a9e3f03a7ba386c5d671613
2026-09-24,CUES Inc.,Product Engineering Intern Job Details / our team,"Michigan City, IN",Midwest,B - Unclear,61,https://jobright.ai/jobs/info/6ab56fe5634ec6aa7c0cee7c,,No job description available - visa status not stated,On Site,2026-09-24,6ab56fe5634ec6aa7c0cee7c
2026-09-24,HDR,Mechanical Intern,"Dallas, TX",Southwest,B - Unclear,61,https://jobright.ai/jobs/info/6aabf67b2e757fcb5c8b2f67,,No job description available - visa status not stated,On Site,2026-09-24,6aabf67b2e757fcb5c8b2f67
2026-09-24,HDR,Mechanical Intern,"Indianapolis, IN",Midwest,B - Unclear,61,https://jobright.ai/jobs/info/6ab530ba4873fd3fd85281bc,,No job description available - visa status not stated,On Site,2026-09-24,6ab530ba4873fd3fd85281bc
2026-09-24,HDR,Mechanical Intern (Summer 2027),"Omaha, NE",Midwest,B - Unclear,61,https://jobright.ai/jobs/info/6aa186a6dbc0e60e37e11b22,,No job description available - visa status not stated,On Site,2026-09-24,6aa186a6dbc0e60e37e11b22
2026-09-24,HDR,Mechanical Intern-RR,"Round Rock, TX",Southwest,B - Unclear,61,https://jobright.ai/jobs/info/6aa37b1083233ca167c8adaf,,No job description available - visa status not stated,On Site,2026-09-24,6aa37b1083233ca167c8adaf
2026-09-24,WSP in the U.S.,Power Distribution Design Engineering Intern - Summer 2027,"Cottonwood Heights, UT",West,B - Unclear,61,https://jobright.ai/jobs/info/6ab1342823005eee35458f76,,No job description available - visa status not stated,On Site,2026-09-24,6ab1342823005eee35458f76
2026-09-24,WSP in the U.S.,Power Distribution Design Engineering Intern - Summer 2027,"Spring, TX",Southwest,B - Unclear,61,https://jobright.ai/jobs/info/6aa82912654b2a9424cfb185,,No job description available - visa status not stated,On Site,2026-09-24,6aa82912654b2a9424cfb185
2026-09-24,WSP in the U.S.,Power Distribution Design Engineering Intern - Summer 2027,"Baton Rouge, LA",Southeast,B - Unclear,61,https://jobright.ai/jobs/info/6a98890b11f73b6462c8f27b,,No job description available - visa status not stated,On Site,2026-09-24,6a98890b11f73b6462c8f27b
2026-09-24,Arup,Fire Engineering Intern (Available June 2027),"Los Angeles, CA",West,B - Unclear,47,https://jobright.ai/jobs/info/6ab5698ed85922de20ce0e77,,No job description available - visa status not stated,On Site,2026-09-24,6ab5698ed85922de20ce0e77
2026-09-24,EQT Corporation,Water Infrastructure Engineering Intern,"Canonsburg, PA",Northeast,B - Unclear,47,https://jobright.ai/jobs/info/6ab568cb9d4843569fe49858,,No job description available - visa status not stated,On Site,2026-09-24,6ab568cb9d4843569fe49858
2026-09-24,Granite Construction,Project Engineer Intern - Summer 2027,"Ontario, CA",West,B - Unclear,47,https://jobright.ai/jobs/info/6ab56f069d4843569fe49af3,,No job description available - visa status not stated,On Site,2026-09-24,6ab56f069d4843569fe49af3
2026-09-24,WSP in the U.S.,MEP Engineering Intern - Summer 2027,"Dallas, TX",Southwest,B - Unclear,47,https://jobright.ai/jobs/info/6aab247676707040fb08467e,,No job description available - visa status not stated,On Site,2026-09-24,6aab247676707040fb08467e
2026-09-25,DBR,Mechanical Design Intern,"Houston, TX",Southwest,A - Likely OK,79,https://jobright.ai/jobs/info/6a919a21d18f756748278e1e,,Description read; nothing rules out international students,On Site,2026-09-25,6a919a21d18f756748278e1e
2026-09-25,Sargent & Lundy,Transmission Line Engineer Intern - Grid (Summer 2027),"Charlotte, NC",Southeast,A - Likely OK,79,https://jobright.ai/jobs/info/6a99f0b390a313642c653ab6,,Description read; nothing rules out international students,Hybrid,2026-09-25,6a99f0b390a313642c653ab6
2026-09-25,Sargent & Lundy,Substation Engineer Intern - Grid (Summer 2027),"Charlotte, NC",Southeast,A - Likely OK,75,https://jobright.ai/jobs/info/6a99f06e1388387060591799,,Description read; nothing rules out international students,On Site,2026-09-25,6a99f06e1388387060591799
2026-09-25,Sargent & Lundy,Substation Engineer Intern - Grid (Summer 2027),"Atlanta, GA",Southeast,A - Likely OK,75,https://jobright.ai/jobs/info/6a99f085040e5c3d07599c7a,,Description read; nothing rules out international students,On Site,2026-09-25,6a99f085040e5c3d07599c7a
2026-09-25,VT Industries,Automation Intern,"Rome, GA",Southeast,A - Likely OK,75,https://jobright.ai/jobs/info/6ab6be27d85922de20ce6984,,Description mentions 'h1b',On Site,2026-09-25,6ab6be27d85922de20ce6984
2026-09-25,CONVERGIX Automation Solutions,Controls Engineering Intern,"Fayetteville, AR",Southeast,A - Likely OK,65,https://jobright.ai/jobs/info/6ab6bdbbd85922de20ce6932,,Description read; nothing rules out international students,On Site,2026-09-25,6ab6bdbbd85922de20ce6932
2026-09-25,Hollister Incorporated,R&D Intern (2027),"Libertyville, IL",Midwest,B - Unclear,65,https://jobright.ai/jobs/info/6ab6716fc6fe0dec811a4c37,,No job description available - visa status not stated,Hybrid,2026-09-25,6ab6716fc6fe0dec811a4c37
2026-09-25,Kiewit,Field/Office Engineer Internship - Southern California District (Summer 2027),"Los Angeles, CA",West,A - Likely OK,65,https://jobright.ai/jobs/info/6ab6bf8f4873fd3fd852f0ad,,Description mentions 'h1b',On Site,2026-09-25,6ab6bf8f4873fd3fd852f0ad
2026-09-25,Precision Castparts,Alloy Process Engineering Co-Op - Summer 2027,"Mentor, OH",Midwest,A - Likely OK,65,https://jobright.ai/jobs/info/6ab6bbd6634ec6aa7c0d448c,,Description read; nothing rules out international students,On Site,2026-09-25,6ab6bbd6634ec6aa7c0d448c
2026-09-25,Vertex Pharmaceuticals,"Vertex Spring Co-Op 2027, Process Development","Boston, MA",Northeast,A - Likely OK,65,https://jobright.ai/jobs/info/6ab68cd6c6fe0dec811a530f,,Description read; nothing rules out international students,On Site,2026-09-25,6ab68cd6c6fe0dec811a530f
2026-09-25,CesiumAstro,Summer 2027 – Test Engineering Internship,"Westminster, CO",West,B - Unclear,61,https://jobright.ai/jobs/info/6a908db40bd89e205d24af61,,No job description available - visa status not stated,On Site,2026-09-25,6a908db40bd89e205d24af61
2026-09-25,Mach Industries,"Summer 2027 Engineering Internship, Mechanical","Huntington Beach, CA",West,B - Unclear,61,https://jobright.ai/jobs/info/6ab6bbd4b3db59402d102142,,No job description available - visa status not stated,On Site,2026-09-25,6ab6bbd4b3db59402d102142
2026-09-25,"Qorvo, Inc.",Electrical Design Engineering Intern,"Richardson, TX",Southwest,B - Unclear,61,https://jobright.ai/jobs/info/6ab6a6fb9d4843569fe4e9ff,,No job description available - visa status not stated,On Site,2026-09-25,6ab6a6fb9d4843569fe4e9ff
2026-09-25,Terracon,Materials Engineering Intern 2027,"Saint Paul, MN",Midwest,B - Unclear,61,https://jobright.ai/jobs/info/6ab6b92f9d4843569fe4f156,,No job description available - visa status not stated,On Site,2026-09-25,6ab6b92f9d4843569fe4f156
2026-09-25,Reyco Granning Suspensions,Engineering Intern,"Mitchell, SD",Midwest,A - Likely OK,57,https://jobright.ai/jobs/info/6ab6b7919d4843569fe4f06c,,Description read; nothing rules out international students,On Site,2026-09-25,6ab6b7919d4843569fe4f06c
2026-09-25,Sargent & Lundy,Transmission Line Engineer Intern - Grid (Summer 2027),"Cranberry Township, PA",Northeast,B - Unclear,51,https://jobright.ai/jobs/info/6a99f0be551435518ebf2239,,No job description available - visa status not stated,Hybrid,2026-09-25,6a99f0be551435518ebf2239
2026-09-25,VHB,Land Engineering Intern - Summer 2027,"Watertown, MA",Northeast,B - Unclear,51,https://jobright.ai/jobs/info/6aa42be9f3aa936e2cdb016f,,No job description available - visa status not stated,Hybrid,2026-09-25,6aa42be9f3aa936e2cdb016f
2026-09-25,Comfort Systems USA,Process Engineer Intern,"Houston, TX",Southwest,B - Unclear,47,https://jobright.ai/jobs/info/6ab679339d4843569fe4d9b8,,No job description available - visa status not stated,On Site,2026-09-25,6ab679339d4843569fe4d9b8
2026-09-25,Kiewit,Field/Office Engineer Internship - Southern California District (Summer 2027),"San Diego, CA",West,B - Unclear,47,https://jobright.ai/jobs/info/6ab6ba1d634ec6aa7c0d43ef,,No job description available - visa status not stated,On Site,2026-09-25,6ab6ba1d634ec6aa7c0d43ef
2026-09-25,Sargent & Lundy,Substation Engineer Intern - Grid (Summer 2027),"Indianapolis, IN",Midwest,B - Unclear,47,https://jobright.ai/jobs/info/6a99f073551435518ebf220e,,No job description available - visa status not stated,On Site,2026-09-25,6a99f073551435518ebf220e
2026-09-25,Swinerton,Project Engineer Intern,"Concord, CA",West,B - Unclear,47,https://jobright.ai/jobs/info/6a9a799c90a313642c6558fb,,No job description available - visa status not stated,On Site,2026-09-25,6a9a799c90a313642c6558fb
