date_found,company,title,location,area_group,visa_bucket,fit_score,link,application_status,visa_reason,work_model,date_posted,job_id
2026-09-20,Koch,Mechanical Engineer Intern,"Wever, IA",Midwest,B - Unclear,61,https://jobright.ai/jobs/info/6a9a50eda33d28569fb99d06,,No job description available - visa status not stated,On Site,2026-09-20,6a9a50eda33d28569fb99d06
2026-09-20,LyondellBasell,2027 Mechanical Engineer Intern/Co-op,"Pasadena, TX",Southwest,B - Unclear,61,https://jobright.ai/jobs/info/6a9034ded96ad228f125ffd7,,No job description available - visa status not stated,On Site,2026-09-20,6a9034ded96ad228f125ffd7
2026-09-20,"Mar-Bal, Inc",Manufacturing Engineering Intern,"Dublin, VA",Southeast,B - Unclear,61,https://jobright.ai/jobs/info/6aafd7263dbb1f8967cf234b,,No job description available - visa status not stated,On Site,2026-09-20,6aafd7263dbb1f8967cf234b
2026-09-20,Marathon Petroleum Corporation,Intern/Co-op - Refining Mechanical Engineer (Fall 2027),"Findlay, OH",Midwest,B - Unclear,61,https://jobright.ai/jobs/info/6a9314d68e5968545337b12d,,No job description available - visa status not stated,On Site,2026-09-20,6a9314d68e5968545337b12d
2026-09-20,Lincoln Electric,Engineering Intern,"Gainesville, GA",Southeast,B - Unclear,49,https://jobright.ai/jobs/info/6a9af8ff2cdc5958f53e9f73,,No job description available - visa status not stated,On Site,2026-09-20,6a9af8ff2cdc5958f53e9f73
2026-09-20,Center for AI Safety,Research Engineer Intern,"San Francisco, CA",West,B - Unclear,47,https://jobright.ai/jobs/info/6a680f9f2bf1fb2b719283ca,,No job description available - visa status not stated,On Site,2026-09-20,6a680f9f2bf1fb2b719283ca
2026-09-20,Constellation,Drexel Co-op (Fall/Winter 2026) - Kennett Square,"Kennett Square, PA",Northeast,B - Unclear,47,https://jobright.ai/jobs/info/6a9b9d7d68f82b4036735232,,No job description available - visa status not stated,On Site,2026-09-20,6a9b9d7d68f82b4036735232
2026-09-20,IEX,Platform Engineer Intern,"New York, NY",Northeast,B - Unclear,47,https://jobright.ai/jobs/info/6aafc3060ebc8fb2313ee0c3,,No job description available - visa status not stated,On Site,2026-09-20,6aafc3060ebc8fb2313ee0c3
2026-09-20,IEX,Systems Reliability Engineer Intern,"New York, NY",Northeast,B - Unclear,47,https://jobright.ai/jobs/info/6aafc3072e757fcb5c8bcefc,,No job description available - visa status not stated,On Site,2026-09-20,6aafc3072e757fcb5c8bcefc
2026-09-20,Parker Hannifin,Quality Engineering Intern,"Simi Valley, CA",West,B - Unclear,47,https://jobright.ai/jobs/info/6a5486cf8a74e077472fc134,,No job description available - visa status not stated,On Site,2026-09-20,6a5486cf8a74e077472fc134
2026-09-20,Parker Hannifin,Quality Engineering Intern,"USA Simi Valley, CA",West,B - Unclear,47,https://jobright.ai/jobs/info/6a2e3276f1751b183c81c1c2,,No job description available - visa status not stated,On Site,2026-09-20,6a2e3276f1751b183c81c1c2
2026-09-21,AtkinsRéalis,Roadway Design Engineering Intern - Summer 2027,"Raleigh, NC",Southeast,A - Likely OK,89,https://jobright.ai/jobs/info/6ab11838d43eb922ca0bd1bb,,Description mentions 'h1b',On Site,2026-09-21,6ab11838d43eb922ca0bd1bb
2026-09-21,Barr Engineering Co.,Internship – Mechanical Engineer (Hybrid),"Minneapolis, MN",Midwest,A - Likely OK,83,https://jobright.ai/jobs/info/6a959be14c22023a07934a5e,,Description read; nothing rules out international students,Hybrid,2026-09-21,6a959be14c22023a07934a5e
2026-09-21,AtkinsRéalis,Roadway Design Engineering Intern - Summer 2027,"Novi, MI",Midwest,A - Likely OK,79,https://jobright.ai/jobs/info/6ab140f223005eee354592c9,,Description mentions 'h1b',On Site,2026-09-21,6ab140f223005eee354592c9
2026-09-21,Bombardier,Flight Test Engineer Intern (Summer 2027),"Wichita, KS",Midwest,A - Likely OK,79,https://jobright.ai/jobs/info/6ab160d0f9692ca98b04935b,,Description mentions 'h1b',On Site,2026-09-21,6ab160d0f9692ca98b04935b
2026-09-21,Marvin,Design Engineer Intern,"West Fargo, ND",Midwest,A - Likely OK,79,https://jobright.ai/jobs/info/6ab15ce6d43eb922ca0be52c,,Description read; nothing rules out international students,On Site,2026-09-21,6ab15ce6d43eb922ca0be52c
2026-09-21,The Marzetti Company,"R&D Innovation, Culinary and Sensory Intern - Summer 2027","Columbus, OH",Midwest,A - Likely OK,79,https://jobright.ai/jobs/info/6ab1457df9692ca98b0487f3,,Description mentions 'h1b',On Site,2026-09-21,6ab1457df9692ca98b0487f3
2026-09-21,Zipline,Flight Test Engineer Intern (Summer 2027),"South San Francisco, CA",West,A - Likely OK,79,https://jobright.ai/jobs/info/6ab179f3191d8c340dbdaf2f,,Description mentions 'h1b',On Site,2026-09-21,6ab179f3191d8c340dbdaf2f
2026-09-21,Mercedes-Benz Group AG,Internship in Supplier Quality Engineering for Body in White (International Student),"Vance, AL",Southeast,A - Likely OK,75,https://jobright.ai/jobs/info/6ab1776923005eee3545a989,,Description mentions 'h1b',On Site,2026-09-21,6ab1776923005eee3545a989
2026-09-21,American Structurepoint,"Road Engineering Internship - Irving, TX","Dallas, TX",Southwest,A - Likely OK,65,https://jobright.ai/jobs/info/6ab16fdf191d8c340dbdaa17,,Description mentions 'h1b',On Site,2026-09-21,6ab16fdf191d8c340dbdaa17
2026-09-21,CONVERGIX Automation Solutions,Mechanical Engineering Intern,"Bridgman, MI",Midwest,B - Unclear,65,https://jobright.ai/jobs/info/6ab173af23005eee3545a7c7,,No job description available - visa status not stated,Hybrid,2026-09-21,6ab173af23005eee3545a7c7
2026-09-21,Freeform,Additive Engineering Intern (Summer 2027),"Hawthorne, CA",West,A - Likely OK,65,https://jobright.ai/jobs/info/6a8c7747581f2d7bfdfe3c51,,Description read; nothing rules out international students,On Site,2026-09-21,6a8c7747581f2d7bfdfe3c51
2026-09-21,Trimedx,Biomedical Engineering Intern,"Wichita, KS",Midwest,A - Likely OK,65,https://jobright.ai/jobs/info/6ab15af423005eee35459cdb,,Description mentions 'h1b',On Site,2026-09-21,6ab15af423005eee35459cdb
2026-09-21,Daikin Applied Americas,Engineering Intern,United States,Unknown,A - Likely OK,63,https://jobright.ai/jobs/info/6aac105a3d96632d741a8f34,,Description read; nothing rules out international students,Remote,2026-09-21,6aac105a3d96632d741a8f34
2026-09-21,Amphenol Borisch Technologies,Manufacturing Engineer Intern - Spring 2027,"Grand Rapids, MI",Midwest,B - Unclear,61,https://jobright.ai/jobs/info/6ab1744ef9692ca98b049b29,,No job description available - visa status not stated,On Site,2026-09-21,6ab1744ef9692ca98b049b29
2026-09-21,Amphenol Borisch Technologies,Manufacturing Engineer Intern - Summer 2027,"Grand Rapids, MI",Midwest,B - Unclear,61,https://jobright.ai/jobs/info/6ab1744cf9692ca98b049b28,,No job description available - visa status not stated,On Site,2026-09-21,6ab1744cf9692ca98b049b28
2026-09-21,FSB Architects + Engineers,Internship Mechanical Engineering,"Oklahoma City, OK",Southwest,B - Unclear,61,https://jobright.ai/jobs/info/6a988473dd171c7285792a79,,No job description available - visa status not stated,On Site,2026-09-21,6a988473dd171c7285792a79
2026-09-21,RS&H,Highway Engineering Intern - Summer 2027,"Jacksonville, FL",Southeast,B - Unclear,57,https://jobright.ai/jobs/info/6ab176c8d43eb922ca0bf0b0,,No job description available - visa status not stated,On Site,2026-09-21,6ab176c8d43eb922ca0bf0b0
2026-09-21,Sanmina,Database Administrator CoOp/Intern - (112750),"Huntsville, AL",Southeast,B - Unclear,57,https://jobright.ai/jobs/info/6ab1712232552369083e222f,,No job description available - visa status not stated,On Site,2026-09-21,6ab1712232552369083e222f
2026-09-21,Amphenol Borisch Technologies,Quality Engineer Intern - Spring 2027,"Grand Rapids, MI",Midwest,B - Unclear,47,https://jobright.ai/jobs/info/6ab1745ed43eb922ca0bef73,,No job description available - visa status not stated,On Site,2026-09-21,6ab1745ed43eb922ca0bef73
2026-09-21,CONVERGIX Automation Solutions,Controls Engineering Intern,"Bridgman, MI",Midwest,B - Unclear,47,https://jobright.ai/jobs/info/6ab17662f9692ca98b049c43,,No job description available - visa status not stated,On Site,2026-09-21,6ab17662f9692ca98b049c43
2026-09-21,"GEI Consultants, Inc.",Waterfront/Coastal Engineering Intern or Co-Op,"Franklin, MA",Northeast,B - Unclear,47,https://jobright.ai/jobs/info/6ab174cdf9692ca98b049b8b,,No job description available - visa status not stated,On Site,2026-09-21,6ab174cdf9692ca98b049b8b
2026-09-21,"GEI Consultants, Inc.",Waterfront/Coastal Engineering Intern or Co-Op,"Wakefield, MA",Northeast,B - Unclear,47,https://jobright.ai/jobs/info/6ab174cdf9692ca98b049b8c,,No job description available - visa status not stated,On Site,2026-09-21,6ab174cdf9692ca98b049b8c
2026-09-21,"GEI Consultants, Inc.",Waterfront/Coastal Engineering Intern or Co-Op,"Newport, RI",Northeast,B - Unclear,47,https://jobright.ai/jobs/info/6ab174b532552369083e23f1,,No job description available - visa status not stated,On Site,2026-09-21,6ab174b532552369083e23f1
2026-09-22,Fishbeck,Mechanical Engineering Internship/ Co-Op,"Cincinnati, OH",Midwest,A - Likely OK,79,https://jobright.ai/jobs/info/6ab2cf2e8254c44790e577e4,,Description mentions 'h1b',On Site,2026-09-22,6ab2cf2e8254c44790e577e4
2026-09-22,Garver,Buildings Mechanical Engineering Intern,"Denver, CO",West,A - Likely OK,79,https://jobright.ai/jobs/info/6aa03c865b2d5633ef3bd3a4,,Description mentions 'h1b',On Site,2026-09-22,6aa03c865b2d5633ef3bd3a4
2026-09-22,J.W. Speaker Corporation,Mechanical Engineering Intern (Test Lab),"Germantown, WI",Midwest,A - Likely OK,79,https://jobright.ai/jobs/info/6ab2b7581508734c1530b893,,Description mentions 'h1b',On Site,2026-09-22,6ab2b7581508734c1530b893
2026-09-22,Marvin,Manufacturing Engineer Internship,"Warroad, MN",Midwest,A - Likely OK,79,https://jobright.ai/jobs/info/6ab2c99a8254c44790e57585,,Description read; nothing rules out international students,On Site,2026-09-22,6ab2c99a8254c44790e57585
2026-09-22,Marvin,Mechanical Design Engineering Intern,"Warroad, MN",Midwest,A - Likely OK,79,https://jobright.ai/jobs/info/6ab2c97b78c69ff506c40850,,Description read; nothing rules out international students,On Site,2026-09-22,6ab2c97b78c69ff506c40850
2026-09-22,"Qorvo, Inc.",Test Engineering Intern,"Richardson, TX",Southwest,A - Likely OK,79,https://jobright.ai/jobs/info/6a9503609864261ccd2a4cd3,,Description mentions 'visa sponsorship',On Site,2026-09-22,6a9503609864261ccd2a4cd3
2026-09-22,"Qorvo, Inc.",Test Engineering Intern,"Chelmsford, MA",Northeast,A - Likely OK,79,https://jobright.ai/jobs/info/6ab2b4588254c44790e56d97,,Description read; nothing rules out international students,On Site,2026-09-22,6ab2b4588254c44790e56d97
2026-09-22,"Qorvo, Inc.",Test Engineering Intern Job Details / Qorvo,"Richardson, TX",Southwest,A - Likely OK,79,https://jobright.ai/jobs/info/6a977503d13b4819f39e1125,,Description mentions 'visa sponsorship',On Site,2026-09-22,6a977503d13b4819f39e1125
2026-09-22,Thea Energy,Manufacturing Engineering Intern - Spring 2027,"Kearny, NJ",Northeast,A - Likely OK,79,https://jobright.ai/jobs/info/6a61599b11edf44d7916060d,,Description mentions 'h1b',On Site,2026-09-22,6a61599b11edf44d7916060d
2026-09-22,TOPPAN Packaging Americas,Student Associate - Machine Design Engineering,"DeKalb, IL",Midwest,A - Likely OK,79,https://jobright.ai/jobs/info/6ab2cd601508734c1530c08e,,Description read; nothing rules out international students,On Site,2026-09-22,6ab2cd601508734c1530c08e
2026-09-22,Ingredion Incorporated,Process Engineer Co-op 2026 (January - August),"North Kansas City, MO",Midwest,A - Likely OK,77,https://jobright.ai/jobs/info/6ab2b6d430340229a322f529,,Description mentions 'cpt',On Site,2026-09-22,6ab2b6d430340229a322f529
2026-09-22,TLC Engineering Solutions,Summer 2027 Mechanical Intern,"Sarasota, FL",Southeast,B - Unclear,75,https://jobright.ai/jobs/info/6aa03badea127c3794695b70,,No job description available - visa status not stated,Hybrid,2026-09-22,6aa03badea127c3794695b70
2026-09-22,TLC Engineering Solutions,Summer 2027 Mechanical Intern,"Deerfield Beach, FL",Southeast,B - Unclear,75,https://jobright.ai/jobs/info/6aa03b3aea127c3794695b07,,No job description available - visa status not stated,Hybrid,2026-09-22,6aa03b3aea127c3794695b07
2026-09-22,Island Facades,Strucutral Engineer Intern,"Calverton, NY",Northeast,A - Likely OK,69,https://jobright.ai/jobs/info/6aa03f9b500b01124c777c53,,Description mentions 'h1b',Hybrid,2026-09-22,6aa03f9b500b01124c777c53
2026-09-22,Bridgestone Americas,Spring 2027 Co-Op,"Akron, OH",Midwest,A - Likely OK,65,https://jobright.ai/jobs/info/6ab28f6c1508734c1530a41b,,Description read; nothing rules out international students,On Site,2026-09-22,6ab28f6c1508734c1530a41b
2026-09-22,Garmin,EMC Engineer Intern,"Olathe, KS",Midwest,A - Likely OK,65,https://jobright.ai/jobs/info/6ab2bdd530340229a322f74e,,Description mentions 'h1b',On Site,2026-09-22,6ab2bdd530340229a322f74e
2026-09-22,GE Aerospace,"Flight Test Operation Engineering Intern - Victorville, CA - Spring 2027","Victorville, CA",West,A - Likely OK,65,https://jobright.ai/jobs/info/6ab2b91f1e4847ddae916131,,Description read; nothing rules out international students,On Site,2026-09-22,6ab2b91f1e4847ddae916131
2026-09-22,North Carolina Department of Agriculture and Consumer Services,Student Intern - Reliability Engineering,"Martinez, CA",West,A - Likely OK,65,https://jobright.ai/jobs/info/6ab2c95e78c69ff506c4083c,,Description read; nothing rules out international students,On Site,2026-09-22,6ab2c95e78c69ff506c4083c
2026-09-22,SPAL Automotive USA,Application Engineering Intern - Summer 2027,"Ankeny, IA",Midwest,A - Likely OK,65,https://jobright.ai/jobs/info/6ab2cd1d1508734c1530c07a,,Description read; nothing rules out international students,On Site,2026-09-22,6ab2cd1d1508734c1530c07a
2026-09-22,Virginia Department of Transportation,H7011 - District Engineering Intern Wage,"Culpeper, VA",Southeast,A - Likely OK,65,https://jobright.ai/jobs/info/6ab2cc8230340229a322fcc5,,Description mentions 'h1b',On Site,2026-09-22,6ab2cc8230340229a322fcc5
2026-09-22,aramco,Research and Development (Houston Research Center) - 2027 Summer Student Program,"Houston, TX",Southwest,B - Unclear,61,https://jobright.ai/jobs/info/6ab2cbf48254c44790e5769f,,No job description available - visa status not stated,On Site,2026-09-22,6ab2cbf48254c44790e5769f
2026-09-22,IBM,Design Engineer Intern 2027 - Design and Build AI-Native Interfaces,"Yorktown Heights, NY",Northeast,B - Unclear,61,https://jobright.ai/jobs/info/6ab2cc2e1e4847ddae916844,,No job description available - visa status not stated,On Site,2026-09-22,6ab2cc2e1e4847ddae916844
2026-09-22,Nightwing,Mechanical Engineer Intern,"Springfield, VA",Southeast,B - Unclear,61,https://jobright.ai/jobs/info/6ab2bd3e78c69ff506c4040d,,No job description available - visa status not stated,On Site,2026-09-22,6ab2bd3e78c69ff506c4040d
2026-09-22,Post Consumer Brands,Packaging R&D Intern (Summer 2027),"Lakeville, MN",Midwest,B - Unclear,61,https://jobright.ai/jobs/info/6a96daa3f5337b2cf731e315,,No job description available - visa status not stated,On Site,2026-09-22,6a96daa3f5337b2cf731e315
2026-09-22,"Qorvo, Inc.",Test Engineering Intern,"Hillsboro, OR",West,B - Unclear,61,https://jobright.ai/jobs/info/6a95035ed18f75674827ff9f,,No job description available - visa status not stated,On Site,2026-09-22,6a95035ed18f75674827ff9f
2026-09-22,"Qorvo, Inc.",Test Engineering Intern,"Chandler, AZ",Southwest,B - Unclear,61,https://jobright.ai/jobs/info/6a9573ec0924ae4764cad97d,,No job description available - visa status not stated,On Site,2026-09-22,6a9573ec0924ae4764cad97d
2026-09-22,"Qorvo, Inc.",Test Engineering Intern Job Details / Qorvo,"Chandler, AZ",Southwest,B - Unclear,61,https://jobright.ai/jobs/info/6a996d9ead752e2ad54ff784,,No job description available - visa status not stated,On Site,2026-09-22,6a996d9ead752e2ad54ff784
2026-09-22,Jones Edmunds,Engineer Intern,"Alachua, FL",Southeast,B - Unclear,53,https://jobright.ai/jobs/info/6ab2b13530340229a322f286,,No job description available - visa status not stated,Hybrid,2026-09-22,6ab2b13530340229a322f286
2026-09-22,Ingredion Incorporated,Project Engineering Intern,"Indianapolis, IN",Midwest,B - Unclear,47,https://jobright.ai/jobs/info/6ab2b6ca1e4847ddae9160a0,,No job description available - visa status not stated,On Site,2026-09-22,6ab2b6ca1e4847ddae9160a0
2026-09-22,Marvin,Controls Engineer Internship,"Warroad, MN",Midwest,B - Unclear,47,https://jobright.ai/jobs/info/6ab2c99a8254c44790e57588,,No job description available - visa status not stated,On Site,2026-09-22,6ab2c99a8254c44790e57588
2026-09-22,Motorola Solutions,Supplier Development Engineering Intern,"Elgin, IL",Midwest,B - Unclear,47,https://jobright.ai/jobs/info/6a95de299fcec5442372fb0a,,No job description available - visa status not stated,On Site,2026-09-22,6a95de299fcec5442372fb0a
2026-09-22,Nightwing,Multidisciplinary Engineer Intern,"Springfield, VA",Southeast,B - Unclear,47,https://jobright.ai/jobs/info/6ab2bd4d78c69ff506c40413,,No job description available - visa status not stated,On Site,2026-09-22,6ab2bd4d78c69ff506c40413
2026-09-22,Sargent & Lundy,Instrumentation & Controls Engineering Intern - Nuclear (Summer 2027),"Minneapolis, MN",Midwest,B - Unclear,47,https://jobright.ai/jobs/info/6a95dfdd4c22023a079366a2,,No job description available - visa status not stated,On Site,2026-09-22,6a95dfdd4c22023a079366a2
2026-09-22,Sargent & Lundy,Instrumentation & Controls Engineering Intern - Nuclear (Summer 2027),"Chicago, IL",Midwest,B - Unclear,47,https://jobright.ai/jobs/info/6a95dfd4c8763a3a87ffcb7c,,No job description available - visa status not stated,On Site,2026-09-22,6a95dfd4c8763a3a87ffcb7c
2026-09-22,State of Missouri,'27 Summer Maintenance Engineer Intern- Willow Springs or Poplar Bluff,"Willow Springs, MO",Midwest,B - Unclear,47,https://jobright.ai/jobs/info/6ab2c3d930340229a322f913,,No job description available - visa status not stated,On Site,2026-09-22,6ab2c3d930340229a322f913
2026-09-22,Veolia | North America,SAP & ServiceNow AI Automation Intern,"Trevose, PA",Northeast,B - Unclear,47,https://jobright.ai/jobs/info/6ab2cc331508734c1530c007,,No job description available - visa status not stated,On Site,2026-09-22,6ab2cc331508734c1530c007
2026-09-23,Arthrex,Industrial Engineering Intern,"Fort Myers, FL",Southeast,A - Likely OK,75,https://jobright.ai/jobs/info/6ab4205def911c35dffa3870,,Description mentions 'h1b',On Site,2026-09-23,6ab4205def911c35dffa3870
2026-09-23,GE HealthCare,Infant Care V&V Engineering Co-op - Fall 2027,"Waukesha, WI",Midwest,A - Likely OK,65,https://jobright.ai/jobs/info/6ab4107064816213f2d9709e,,Description read; nothing rules out international students,On Site,2026-09-23,6ab4107064816213f2d9709e
2026-09-23,"Haag, a Salas O'Brien Company",Plumbing Engineering Intern - Summer 2027,"Irving, TX",Southwest,A - Likely OK,65,https://jobright.ai/jobs/info/6ab424d3ef911c35dffa3998,,Description read; nothing rules out international students,On Site,2026-09-23,6ab424d3ef911c35dffa3998
2026-09-23,Harris,Industrial Engineering Intern,"Saint Paul, MN",Midwest,A - Likely OK,65,https://jobright.ai/jobs/info/6ab3ef877bd08137133148fb,,Description read; nothing rules out international students,On Site,2026-09-23,6ab3ef877bd08137133148fb
2026-09-23,HDR,BIM Engineering Intern (Summer 2027),"Omaha, NE",Midwest,A - Likely OK,65,https://jobright.ai/jobs/info/6ab41f21ef911c35dffa37d5,,Description mentions 'h1b',On Site,2026-09-23,6ab41f21ef911c35dffa37d5
2026-09-23,Hexagon Manufacturing Intelligence,Application Engineer Intern,"Chandler, AZ",Southwest,A - Likely OK,65,https://jobright.ai/jobs/info/6ab41925d2f5fbd604be18e7,,Description mentions 'h1b',On Site,2026-09-23,6ab41925d2f5fbd604be18e7
2026-09-23,Hexagon Manufacturing Intelligence,Application Engineer Intern,"Pewaukee, WI",Midwest,A - Likely OK,65,https://jobright.ai/jobs/info/6ab418de64816213f2d9742c,,Description mentions 'h1b',On Site,2026-09-23,6ab418de64816213f2d9742c
2026-09-23,Hexagon Manufacturing Intelligence,Applications Engineering Intern,"Dallas, TX",Southwest,A - Likely OK,65,https://jobright.ai/jobs/info/6ab418e1ef911c35dffa3553,,Description mentions 'h1b',On Site,2026-09-23,6ab418e1ef911c35dffa3553
2026-09-23,Hexagon Manufacturing Intelligence,International Engineering Intern,"North Kingstown, RI",Northeast,A - Likely OK,65,https://jobright.ai/jobs/info/6ab3f2e4d2f5fbd604be06e3,,Description mentions 'h1b',On Site,2026-09-23,6ab3f2e4d2f5fbd604be06e3
2026-09-23,Regal Rexnord,Sound Lab Co-op (Spring 2027),"Fort Wayne, IN",Midwest,A - Likely OK,65,https://jobright.ai/jobs/info/6ab3ec5164816213f2d960b2,,Description mentions 'h1b',On Site,2026-09-23,6ab3ec5164816213f2d960b2
2026-09-23,"Ryan Companies US, Inc.",Project Engineer Intern - Mission Critical,"Phoenix, AZ",Southwest,A - Likely OK,65,https://jobright.ai/jobs/info/6a987e22c8ed473c5c7645a3,,Description read; nothing rules out international students,On Site,2026-09-23,6a987e22c8ed473c5c7645a3
2026-09-23,"Ryan Companies US, Inc.",Project Engineer Intern - Mission Critical,"Dallas, TX",Southwest,A - Likely OK,65,https://jobright.ai/jobs/info/6a74c4f3972ac843c6997167,,Description read; nothing rules out international students,On Site,2026-09-23,6a74c4f3972ac843c6997167
2026-09-23,Salas O'Brien,Plumbing Engineering Intern - Summer 2027,"Irving, TX",Southwest,A - Likely OK,65,https://jobright.ai/jobs/info/6ab424cd55e9168cf5ea4b5e,,Description read; nothing rules out international students,On Site,2026-09-23,6ab424cd55e9168cf5ea4b5e
2026-09-23,Belanger Laminates,R&D Intern,"Neenah, WI",Midwest,B - Unclear,61,https://jobright.ai/jobs/info/6ab417437bd0813713315b05,,No job description available - visa status not stated,On Site,2026-09-23,6ab417437bd0813713315b05
2026-09-23,Keysight Technologies,"R&D Engineer, Intern","Austin, TX",Southwest,B - Unclear,61,https://jobright.ai/jobs/info/6ab414297bd08137133159f2,,No job description available - visa status not stated,On Site,2026-09-23,6ab414297bd08137133159f2
2026-09-23,Micron Technology,Intern Design Engineer - HIG HBM,"Richardson, TX",Southwest,B - Unclear,61,https://jobright.ai/jobs/info/6ab4151a0e0ae54eeea46880,,No job description available - visa status not stated,On Site,2026-09-23,6ab4151a0e0ae54eeea46880
2026-09-23,TRUMPF,Mechanical Engineering Intern,"Farmington, CT",Northeast,B - Unclear,61,https://jobright.ai/jobs/info/6a96cc9ab22f636c81413cbd,,No job description available - visa status not stated,On Site,2026-09-23,6a96cc9ab22f636c81413cbd
2026-09-23,VT Industries,R&D Intern,"Neenah, WI",Midwest,B - Unclear,61,https://jobright.ai/jobs/info/6ab4198f0e0ae54eeea46a3d,,No job description available - visa status not stated,On Site,2026-09-23,6ab4198f0e0ae54eeea46a3d
2026-09-23,Belanger Laminates,Engineering Intern,"Neenah, WI",Midwest,A - Likely OK,57,https://jobright.ai/jobs/info/6ab417210e0ae54eeea4693e,,Description read; nothing rules out international students,On Site,2026-09-23,6ab417210e0ae54eeea4693e
2026-09-23,"Ryan Companies US, Inc.",Project Engineer Intern - Mission Critical,"Atlanta, GA",Southeast,B - Unclear,57,https://jobright.ai/jobs/info/6a988e9283fc6333576323cb,,No job description available - visa status not stated,On Site,2026-09-23,6a988e9283fc6333576323cb
2026-09-23,Hexagon Manufacturing Intelligence,Applications Engineering Intern,"North Kingstown, RI",Northeast,B - Unclear,51,https://jobright.ai/jobs/info/6ab4194b7bd0813713315be7,,No job description available - visa status not stated,Hybrid,2026-09-23,6ab4194b7bd0813713315be7
2026-09-23,CRB,Automation Intern (Summer 2027),"Kansas City, MO",Midwest,B - Unclear,47,https://jobright.ai/jobs/info/6ab41dc67bd0813713315d9b,,No job description available - visa status not stated,On Site,2026-09-23,6ab41dc67bd0813713315d9b
2026-09-23,Hexagon Manufacturing Intelligence,"Applications Engineering Intern - Wilmington, DE","Wilmington, DE",Northeast,B - Unclear,47,https://jobright.ai/jobs/info/6ab419357bd0813713315be3,,No job description available - visa status not stated,On Site,2026-09-23,6ab419357bd0813713315be3
2026-09-23,Republic Airways,Aviation Engineering Intern - Summer 2027,"Carmel, IN",Midwest,B - Unclear,47,https://jobright.ai/jobs/info/6aabff3d3e3ce93970c7b0f8,,No job description available - visa status not stated,On Site,2026-09-23,6aabff3d3e3ce93970c7b0f8
2026-09-23,HDR,Engineering Intern,"Rapid City, SD",Midwest,B - Unclear,39,https://jobright.ai/jobs/info/6ab41df57bd0813713315db2,,No job description available - visa status not stated,On Site,2026-09-23,6ab41df57bd0813713315db2
2026-09-23,HDR,Engineering Intern,"Sioux Falls, SD",Midwest,B - Unclear,39,https://jobright.ai/jobs/info/6a836c3bb5a0ac0e84a25a8c,,No job description available - visa status not stated,On Site,2026-09-23,6a836c3bb5a0ac0e84a25a8c
2026-09-23,HDR,Engineering Intern,"Bismarck, ND",Midwest,B - Unclear,39,https://jobright.ai/jobs/info/6aa39bc6626f9945308b1ddf,,No job description available - visa status not stated,On Site,2026-09-23,6aa39bc6626f9945308b1ddf
2026-09-23,HDR,Engineering Intern,"Gillette, WY",West,B - Unclear,39,https://jobright.ai/jobs/info/6aa8562482e82a31997c5364,,No job description available - visa status not stated,On Site,2026-09-23,6aa8562482e82a31997c5364
2026-09-23,TS Conductor,Engineering Intern,"Huntington Beach, CA",West,B - Unclear,39,https://jobright.ai/jobs/info/6ab41475d2f5fbd604be1712,,No job description available - visa status not stated,On Site,2026-09-23,6ab41475d2f5fbd604be1712
2026-09-23,VT Industries,Engineering Intern,"Neenah, WI",Midwest,B - Unclear,39,https://jobright.ai/jobs/info/6ab4193455e9168cf5ea477f,,No job description available - visa status not stated,On Site,2026-09-23,6ab4193455e9168cf5ea477f
2026-09-24,HDR,Mechanical Intern-Dallas,"Dallas, TX",Southwest,A - Likely OK,79,https://jobright.ai/jobs/info/6a9b43a1d5ff1f3f1c39e7ed,,Description mentions 'h1b',On Site,2026-09-24,6a9b43a1d5ff1f3f1c39e7ed
2026-09-24,HDR,Mechanical Intern-SA,"San Antonio, TX",Southwest,A - Likely OK,79,https://jobright.ai/jobs/info/6a9b433c138838706059775c,,Description mentions 'h1b',On Site,2026-09-24,6a9b433c138838706059775c
2026-09-24,Ardurra,Aviation Engineering Intern,"Marietta, GA",Southeast,A - Likely OK,75,https://jobright.ai/jobs/info/6ab53aad4873fd3fd8528524,,Description mentions 'h1b',On Site,2026-09-24,6ab53aad4873fd3fd8528524
2026-09-24,Ardurra,Aviation Engineering Intern,"Charlotte, NC",Southeast,A - Likely OK,75,https://jobright.ai/jobs/info/6ab53a97634ec6aa7c0cdb71,,Description mentions 'h1b',On Site,2026-09-24,6ab53a97634ec6aa7c0cdb71
2026-09-24,Ardurra,Aviation Engineering Intern,"Columbia, SC",Southeast,A - Likely OK,75,https://jobright.ai/jobs/info/6ab53a94c6fe0dec8119fe2f,,Description mentions 'h1b',On Site,2026-09-24,6ab53a94c6fe0dec8119fe2f
2026-09-24,Ardurra,Aviation Engineering Intern,"Wilmington, NC",Southeast,A - Likely OK,75,https://jobright.ai/jobs/info/6ab550d69d4843569fe48fd3,,Description mentions 'h1b',On Site,2026-09-24,6ab550d69d4843569fe48fd3
2026-09-24,Ardurra,Aviation Engineering Intern,"Raleigh, NC",Southeast,A - Likely OK,75,https://jobright.ai/jobs/info/6ab53a93d85922de20cdfe30,,Description mentions 'h1b',On Site,2026-09-24,6ab53a93d85922de20cdfe30
